"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.aesthetic-minimalist","Answer.comments","Answer.consistency-standards","Answer.error-prevention","Answer.q1","Answer.q2","Answer.q3","Answer.q4","Answer.visibility-system-status","Approve","Reject"
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","31N2WW6R9RQ9O1PMTJZM2DC0RVTF34","A3HQ620MQ8QT4J","Submitted","Thu Dec 04 00:07:44 GMT 2014","Thu Dec 04 00:10:41 GMT 2014","Wed Dec 03 23:10:41 PST 2014","","","","177","0% (0/0)","0% (0/0)","0% (0/0)","maybe alittle","","no seems simple","easy to navigate","Stephen Blyth","8","3","Harvard","its about the two school"
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","31QNSG6A5RTIA5GMNHW6527U9T478M","A3OTXZRTRS50ID","Submitted","Thu Dec 04 00:50:17 GMT 2014","Thu Dec 04 00:53:25 GMT 2014","Wed Dec 03 23:53:25 PST 2014","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","","","","","Professor Blyth","8","1","harvard",""
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","339ANSOTR52ZUQZJFXX6MW6UI97KIB","AXEJIL81UZ7MG","Submitted","Thu Dec 04 00:07:04 GMT 2014","Thu Dec 04 00:16:35 GMT 2014","Wed Dec 03 23:16:35 PST 2014","","","","571","0% (0/0)","0% (0/0)","0% (0/0)","The website was fine.","","I have no experience with the websites, so it was fine.","Everything worked well.","Stephen Blyth","8","1","Harvard","The website seemed normal."
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","37Z929RLG98NRNS2EI5CRPZDAKXTSF","AAKL8L5X64LWD","Submitted","Wed Dec 03 23:33:55 GMT 2014","Thu Dec 04 00:08:14 GMT 2014","Wed Dec 03 23:08:14 PST 2014","","","","2059","100% (1/1)","100% (1/1)","100% (1/1)","","","","","Stephen Blyth","8","1","Harvard",""
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3AWETUDC92SUJLY5FY0G9BU7MIKIZV","A3M8JA9XN1J04B","Submitted","Thu Dec 04 00:21:16 GMT 2014","Thu Dec 04 00:25:25 GMT 2014","Wed Dec 03 23:25:25 PST 2014","","","","249","100% (1/1)","100% (1/1)","100% (1/1)","","","There is some things that are normal to see on the website. The thing that is most different, in my opinion, is the schedule. When you click on the team it opens up a new page with the information on it.","","1","3","1","1",""
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3EF8EXOTT1VTJ0X3P5COTIPVMIV1J0","AU8TGJAIKEBEF","Submitted","Wed Dec 03 23:43:46 GMT 2014","Wed Dec 03 23:46:51 GMT 2014","Wed Dec 03 22:46:51 PST 2014","","","","185","100% (1/1)","100% (1/1)","100% (1/1)","The design is fine, not cluttered at all.","You links are broken.","The website is easy to understand.","Navigation is easy.","Stephen Blyth","8","1","Harvard","It may be hard for someone who doesn't know cricket, but otherwise it's plain and simple."
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3HWRJOOET52L24A5ONGHS3ZC7ADESD","A1DJK2BUZBJR8I","Submitted","Thu Dec 04 00:03:05 GMT 2014","Thu Dec 04 00:07:18 GMT 2014","Wed Dec 03 23:07:18 PST 2014","","","","253","0% (0/0)","0% (0/0)","0% (0/0)","kind of hard to understand with alot of writing","","seems pretty easy","easy navigation","Professor Blyth","8","4","Harvard","its about the two schools"
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3HYA4D452RJK3JT3PJLHJ378LHRF2R","A1VJ5V1258WFGN","Submitted","Wed Dec 03 23:35:15 GMT 2014","Wed Dec 03 23:39:11 GMT 2014","Wed Dec 03 22:39:11 PST 2014","","","","236","0% (0/0)","0% (0/0)","0% (0/0)","The information on the site was clear and easy to read","I think it is a well-designed and navigable website","I felt it was an easy & straight-forward format","I had no trouble navigating the website.","1","1","1","1","everything worked great for me"
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3II4UPYCOJ74XIHS0OGSRL2QPAQQD6","ADWDNBND4BW94","Submitted","Wed Dec 03 23:53:19 GMT 2014","Thu Dec 04 00:37:17 GMT 2014","Wed Dec 03 23:37:17 PST 2014","","","","2638","100% (5/5)","100% (5/5)","100% (5/5)","the websites looked clear and were easy for me to use. wasn't confusing or cluttered","","it looks like many websites i see today, maybe not with the same content, but it was very accessible.","I did not have any issues at all so i disagree. everything was where i had expected it to be.","Stephen Blyth","8","1","harvard","i understood the main point as to what the website was trying to do."
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3J4Q2Z4UTY336OHJHJLIJ9RBWQVQWE","ATG511NSJ6AU9","Submitted","Wed Dec 03 23:45:27 GMT 2014","Wed Dec 03 23:46:55 GMT 2014","Wed Dec 03 22:46:55 PST 2014","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","","","","","Stephen Blyth","8","1","Harvard",""
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3K4J6M3CXETFMMK2DIKE76QIYKOAGX","A1D0JL4MJ7XSGV","Submitted","Thu Dec 04 01:23:39 GMT 2014","Thu Dec 04 01:27:44 GMT 2014","Thu Dec 04 00:27:44 PST 2014","","","","245","0% (0/0)","0% (0/0)","0% (0/0)","The website was not cluttered at all. The navigation links at the top were simple to follow, and the information displayed was tight, and legible. No clutter was found in my case.","None","The website was very similar to sites of the same genre. All of the information that I needed to access was in their respective places, and in plain view.","I feel that the website was very responsive to every single move that I made. Also, it was extremely simple to find the answers to the questions listed in the HIT. Everything was placed according to common sense.","Stephen Blyth","8","1","Harvard","I thought the website provided it's job very well, and I knew exactly where to click right away. Every single link I visited provided the exact information that I wanted."
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3LOZAJ85YDD135KOPDR3PA7FPMK2X2","A127F80LLYOQ22","Approved","Wed Dec 03 22:53:37 GMT 2014","Wed Dec 03 23:00:32 GMT 2014","Thu Dec 04 06:00:32 GMT 2014","2014/12/04 06:03:48 +0000","","","415","100% (1/1)","100% (1/1)","100% (1/1)","No, it wasn't cluttered. It was very streamlined.","None","The website is different but if anything it made navigation easier as the links were readily available at the top of the screen.","Your listed link is broken but I had no problems with the website itself once I got there.","Professor Stephen Blyth","8","2","Harvard","No, i had no issues whatsoever."
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3OF2M9AATGOLPGOTF1LSMR9KEM8KZ7","A3422FS8PT4NQC","Submitted","Wed Dec 03 23:51:33 GMT 2014","Wed Dec 03 23:58:45 GMT 2014","Wed Dec 03 22:58:45 PST 2014","","","","432","100% (1/1)","100% (1/1)","100% (1/1)","","","","","1","1","2","1",""
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3R9WASFE2ZGA9UWFEQUV6EHF6QYFZ7","A6WIMDZ0F4NF5","Submitted","Thu Dec 04 02:42:12 GMT 2014","Thu Dec 04 02:47:03 GMT 2014","Thu Dec 04 01:47:03 PST 2014","","","","291","0% (0/0)","0% (0/0)","0% (0/0)","I actually love how i looks with the pictures and the font.  It isn't cluttered.","","It was a little difficult just because information wasn't where I expected it to be.","There is some information I expected to find in certain sections that wasn't there.","3","4","1","1","I understood what it was doing."
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3SB5N7Y3O34JL9MKLGNLI0E5PY70GR","A2YCMT5BPA0AG9","Submitted","Wed Dec 03 23:41:26 GMT 2014","Wed Dec 03 23:47:48 GMT 2014","Wed Dec 03 22:47:48 PST 2014","","","","382","0% (0/0)","0% (0/0)","0% (0/0)","It was actually not cluttered at all","maybe a little more content but the design is fine","It looked a bit different but was easy to navigate","I had no problems","2","2","1","1","The links and everything worked fine"
"3M47JKRKCX1WJL4ND5MCB4CE7SF68K","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Wed Dec 03 22:53:08 GMT 2014","20","BatchId:1755891;","3600","25200","Wed Dec 10 22:53:08 GMT 2014","","","3TVRFO09GKF74R6WZJ98466OVMFLXE","A1VIC6ETMK4CC0","Submitted","Thu Dec 04 00:08:26 GMT 2014","Thu Dec 04 00:12:40 GMT 2014","Wed Dec 03 23:12:40 PST 2014","","","","254","0% (0/0)","0% (0/0)","0% (0/0)","Not only did I believe this webpage was not cluttered, I actually thought it was quite spacious.","Thank you for allowing me to participate in your study. It was easy to comprehend and easy to complete the necessary tasks.","I have gathered information from a couple of these websites now and they have all been nearly identical. There is nothing confusing about it or hard about it at all in my opinion.","The website was very easy to navigate and I never experienced any issues.","1","1","1","1","It was never unclear what the purpose of this website was, or how to find information that I was seeking."
