"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.comments","Answer.el10","Answer.el12","Answer.el13","Answer.el14","Answer.el15","Answer.el17","Answer.el18","Answer.q1","Answer.q2","Answer.q4","Approve","Reject"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","32M8BPYGATMUS430P6CRO4E1BFTIGJ","AP51OABHKXJCO","Approved","Fri Nov 28 17:04:41 GMT 2014","Fri Nov 28 17:07:29 GMT 2014","Sat Nov 29 00:07:29 GMT 2014","2014/11/29 00:08:46 +0000","","","168","100% (1/1)","100% (1/1)","100% (1/1)","More pictures","3","4","2","3","4","2","4","Disha Verma","Harvard Activities Fair","2013 Harvard US-India Initiative Conference"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","33IZTU6J811U841MJS69GSKJN3CSXY","A3UIDFZ7IUOTUO","Approved","Fri Nov 28 06:38:15 GMT 2014","Fri Nov 28 06:41:03 GMT 2014","Fri Nov 28 13:41:03 GMT 2014","2014/11/28 13:43:46 +0000","","","168","100% (1/1)","100% (1/1)","100% (1/1)","","2","4","2","2","4","1","4","Disha Verma","Public Policy in India with Prof. Rohini Pande","Public Policy in India with Prof. Rohini Pande"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","35H6S234SA0GJNJF69KBN4X7CH965O","AYYSG3O9FNU15","Approved","Sat Nov 29 23:39:29 GMT 2014","Sat Nov 29 23:42:35 GMT 2014","Sun Nov 30 06:42:35 GMT 2014","2014/11/30 06:43:46 +0000","","","186","100% (4/4)","100% (4/4)","100% (4/4)","","1","5","1","2","5","1","5","Disha Verma","Picture Public Policy in India with Prof. Rohini Pande Oct 16, 2014","HUII 2015 Application"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","37ZHEEHM6WMW98AGB01AELZJTWY73U","ADWDNBND4BW94","Approved","Sat Nov 29 22:10:42 GMT 2014","Sat Nov 29 22:19:50 GMT 2014","Sun Nov 30 05:19:50 GMT 2014","2014/11/30 05:23:47 +0000","","","548","100% (5/5)","100% (5/5)","100% (5/5)","","3","5","1","1","5","1","5","Disha Verma","Public Policy in India with Prof. Rohini Pande","HUII"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","3A1COHJ8NJVF3UMY0QIIWFWONLN8HQ","A3774HPOUKYTX7","Approved","Sat Nov 29 22:18:10 GMT 2014","Sat Nov 29 22:21:46 GMT 2014","Sun Nov 30 05:21:46 GMT 2014","2014/11/30 05:23:47 +0000","","","216","100% (7/7)","100% (7/7)","100% (7/7)","","3","5","1","1","5","1","5","Disha Verma","Public Policy in India with Prof. Rohini Pande","Form Name - HUII"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","3BGYGHDBBXK02PHR1O6AZKDJC2C22Y","A22QVNPVZ06RPI","Approved","Sat Nov 29 22:11:34 GMT 2014","Sat Nov 29 22:18:48 GMT 2014","Sun Nov 30 05:18:48 GMT 2014","2014/11/30 05:23:46 +0000","","","434","100% (2/2)","100% (2/2)","100% (2/2)","","2","3","4","2","4","2","4","Disha Verma","Oct 16, 2014","HUII"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","3D8YOU6S9EKX429U7ASJVGPNBW46U4","A19HCBT1EH8484","Approved","Fri Nov 28 08:49:06 GMT 2014","Fri Nov 28 09:00:07 GMT 2014","Fri Nov 28 16:00:07 GMT 2014","2014/11/28 16:03:47 +0000","","","661","100% (9/9)","100% (9/9)","100% (9/9)","I loved completing this survey.","4","5","1","1","5","1","4","Disha Verma","Oct 16, 2014","HUII"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","3EF8EXOTT1VTJ0X3P5COTIPVM5Q1J5","A3VOMP0WOJTB4I","Approved","Fri Nov 28 08:48:32 GMT 2014","Fri Nov 28 09:00:06 GMT 2014","Fri Nov 28 16:00:06 GMT 2014","2014/11/28 16:03:47 +0000","","","694","100% (9/9)","100% (9/9)","100% (9/9)","This survey was interesting.","2","5","1","1","5","1","4","Disha Verma","Oct 16, 2014","HUII"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","3FE7TXL1LINHU8JC3ZWBV2BMS7TQ21","A1P41PED1FXROE","Approved","Sat Nov 29 02:45:34 GMT 2014","Sat Nov 29 02:47:23 GMT 2014","Sat Nov 29 09:47:23 GMT 2014","2014/11/29 09:49:06 +0000","","","109","100% (3/3)","100% (3/3)","100% (3/3)","The main link to HUII was very different then the normal website. I wanted to see the pictures in the same detail as those on the original homepage.","1","5","","2","5","1","5","Disha Verma","Oct 16, 2014","HUII 2015 Application"
"3EQPA8A374WNRCKH6EGEXSENS4HJZD","32NM6IFD3KA3NRTKKR61DBF7PM0UCY","Give design feedback about a website","Visit a website and answer some design questions to provide the designer with some good feedback","website, opinions, design, evaluation","$0.30","Fri Nov 28 03:02:29 GMT 2014","20","BatchId:1750431;","3600","25200","Fri Dec 05 03:02:29 GMT 2014","","","3IGI0VL647KAYIVPA52RYLJKO0LONZ","A3IT3XD8AROSP4","Approved","Fri Nov 28 19:58:31 GMT 2014","Fri Nov 28 20:02:04 GMT 2014","Sat Nov 29 03:02:04 GMT 2014","2014/11/29 03:03:52 +0000","","","213","100% (3/3)","100% (3/3)","100% (3/3)","It was a little confusing at first, but I was able to navigate to the appropriate pages after a couple minutes.","4","4","2","2","3","3","3","Disha Verma","September 20, 2013","HUII 2015 Application"
